absolute_magnitude_h,estimated_diameter_min_km,is_sentry_object,is_potentially_hazardous,relative_velocity_km_per_second,miss_distance_astronomical,orbiting_body,n_approaches,min_miss_distance_au,max_velocity_km_s,semi_major_axis,eccentricity,inclination,perihelion_distance,aphelion_distance,orbital_period,perihelion_argument,orbit_uncertainty,minimum_orbit_intersection,data_arc_in_days,orbit_class_type,diameter_mean_km,diameter_uncertainty,perihelion_to_aphelion_ratio,threat_ratio,velocity_distance_ratio,observation_reliability
15.98,1.6926024946,0,0,3.9473132839,1.799335886,JUPTR,7,1.3851507931,3.9473132839,2.64182623694611,0.5315840390685588,11.02085921151422,1.237473575393005,4.046178898499214,1568.392657177685,192.455988832636,0.0,0.245023,22440.0,AMO,2.7386883657,2.0921717422,0.3058375831706309,0.0894672804210686,2.1937612174650973,0.0
16.7,1.214940408,0,0,10.7463611954,0.1750525874,EARTH,7,0.0536853979,10.7463611954,2.26525667984031,0.535599663851861,3.800469789714246,1.051985963579657,3.478527396100963,1245.301629770787,157.1063817351251,0.0,0.0557606,23892.0,AMO,1.96581487445,1.5017489329,0.3024227909657445,0.028365132813231372,61.389330800602615,0.0
17.11,1.0059003902,0,0,19.9366881136,0.4482699868,EARTH,109,0.1139111653,21.3545136138,0.9669585183960612,0.1828994504408308,18.93554263304309,0.7901023367823417,1.143814700009781,347.3043255795864,148.0763297313055,0.0,0.113112,23339.0,ATE,1.6275810206,1.2433612607999998,0.6907607821228258,0.06949700111291651,44.474733309537726,0.0
17.21,0.9606274149,0,0,9.7084085768,0.1158234567,EARTH,33,0.0677525193,16.1454613235,1.077998635969807,0.3494290963109118,9.434706674966163,0.7013145467784817,1.454682725161132,408.8139848299297,55.35073175014093,0.0,0.0667442,17584.0,APO,1.55432780785,1.1874007858999998,0.48210825264374996,0.04294087750532038,83.82074627548222,0.0
16.24,1.5016024791,0,0,13.1383047102,0.1765473457,EARTH,61,0.1494141873,15.3510559219,0.8320181324605811,0.4364952492924106,15.75891776425788,0.4688461703163939,1.195190094604768,277.2028005280393,356.081616227975,0.0,0.149854,18358.0,ATE,2.4296438487,1.8560827391999999,0.3922774899430827,0.061677352456484744,74.41802457073135,0.0
18.69,0.4859090375,0,1,22.1957191672,0.0902348655,EARTH,16,0.0148228541,30.1168741089,1.874025402823539,0.7641272866540292,1.319975555725494,0.442031456643264,3.306019349003813,937.0475666015465,43.71149376367007,0.0,0.0115133,32656.0,APO,0.7862173380499999,0.6006166011,0.13370504222138302,0.014643915165437124,245.97719566834175,0.0
16.0,1.6770846216,0,1,33.6128115168,0.0369610988,EARTH,14,0.0369610988,35.0430623571,1.290060970324076,0.2993501728104687,64.00515474121673,0.903880995921523,1.676240944726629,535.1971366019138,61.49851690751899,0.0,0.0425966,18385.0,APO,2.7135799198,2.0729905964000004,0.5392309493244917,0.015697566041518878,909.4105047764435,0.0
18.05,0.6524616298,0,1,29.6606869628,0.4936885252,EARTH,40,0.0297336088,29.6606869628,1.599618836636408,0.5030860272069245,23.07237482818519,0.7948729510676352,2.404364722205181,738.9638465947008,290.9802572426059,1.0,0.00853299,15749.0,APO,1.05570509335,0.8064869271,0.33059583004470783,0.008082740202496153,60.07975767875919,6.34960949901581e-05
15.32,2.29379698,0,1,24.4293561812,0.1417692276,EARTH,16,0.084888162,25.6795609999,2.178656195452392,0.7107467143513929,2.521761458874268,0.6301834628332984,3.727128928071486,1174.57696385136,98.37256256137745,0.0,0.00278383,34275.0,APO,3.7114414769,2.8352889937999994,0.1690801351375231,0.0007500670608243587,172.31776313352788,0.0
16.99,1.0630531449,0,0,7.3432813589,0.1535393577,EARTH,3,0.1451846558,7.3432813589,2.290557728695917,0.512865242166673,8.74318887419444,1.115810284471541,3.465305172920293,1266.223266987626,217.9740746804304,0.0,0.143184,19190.0,AMO,1.72005612025,1.3140059507,0.321994811074957,0.08324379554499016,47.82670364720433,0.0
13.45,5.4269394569,0,0,28.8025721173,0.1512661805,EARTH,9,0.0894180488,33.8588234718,2.167587734361367,0.8346603402929179,11.20254821632431,0.3583882183845535,3.976787250338181,1165.637347894723,210.4629865049646,0.0,0.111943,17365.0,APO,8.7809724962,6.7080660786,0.09012003806692867,0.012748360167218808,190.40985911123732,0.0
14.57,3.2400743539,0,0,19.1809809794,0.1519509054,EARTH,8,0.0949586408,23.0928141511,2.411309929749911,0.6533457144870014,24.46389580257561,0.8358909208478544,3.986728938651968,1367.659475494066,146.1087303041623,0.0,0.0935618,18174.0,APO,5.242550430750001,4.004952153700001,0.20966836063113287,0.01784661897598857,126.2314359293051,0.0
20.41,0.2200670271,0,1,27.5672185745,0.459563176,EARTH,152,0.0052923877,29.4515626955,0.8438608025847174,0.4499362680235325,5.860590932930383,0.4641772223384067,1.223544382831028,283.1422301110497,40.11847518742348,0.0,0.00662601,16477.0,ATE,0.35607592965,0.27201780509999995,0.37937097244024515,0.018608418733928312,59.985699494991735,0.0
15.18,2.4465549617,0,0,13.2138250822,0.19121804645,UNKNOWN,0,0.061065185,18.2444330968,2.104834705977877,0.4134484086348766,5.22390169030526,1.234594146351865,2.975075265603889,1115.386595705567,43.0460076746783,0.0,0.231444,17774.0,AMO,3.9586090834,3.0241082434,0.4149791303183262,0.05846599023140109,68.06327340734398,0.0
17.48,0.8483107619,0,0,13.2536391959,0.098393601,EARTH,12,0.0900396925,25.2269076464,2.530335527305046,0.5646616075716824,14.42805445672147,1.101552200761238,3.959118853848854,1470.163366387319,38.71017460891377,1.0,0.153128,16284.0,AMO,1.37259564575,1.0485697677,0.27823165745336614,0.11156089593765928,134.70021486356617,6.140997297961189e-05
16.16,1.5579552413,0,0,6.181930228,0.1977047763,EARTH,3,0.196608458,6.2053377665,2.151272661252679,0.4491904583696575,8.44255795685334,1.184941508466475,3.117603814038883,1152.501804694445,154.7510265725774,0.0,0.183336,16182.0,AMO,2.52082453335,1.9257385841,0.3800808502769224,0.07272858446690823,31.268492060199154,0.0
15.3,2.3150212221,0,0,17.2729487945,0.1894139833,EARTH,8,0.1150862664,17.2729487945,1.403947223987337,0.3541837465590679,20.93071233916909,0.9066919362242989,1.901202511750374,607.6095631148929,254.1049371275093,0.0,0.0785522,16172.0,APO,3.7457830220500004,2.8615235999000004,0.4769044489582216,0.02097083561370028,91.1915186702058,0.0
14.08,4.0602705828,0,1,14.4959273822,0.0781260663,EARTH,7,0.0472367765,14.6043628081,1.768877683698513,0.4232384851285633,22.14277038596954,1.020220572472232,2.517534794924794,859.3006319509723,27.88474069024335,0.0,0.0435706,17227.0,AMO,6.5696558065,5.018770447400001,0.4052458677150911,0.006632097827239497,185.54533805063724,0.0
14.99,2.6702687706,0,0,13.6856394027,0.0537685428,MARS,5,0.0422088402,13.836166593,1.574604350672332,0.2841004688454785,32.95969660343363,1.127258516400192,2.021950184944472,721.6981590622372,53.43862249625661,0.0,0.215221,15656.0,AMO,4.3205856299,3.3006337186000003,0.5575105285945259,0.04981292316268276,254.52873911063105,0.0
14.38,3.536347843,0,1,31.016187981,0.0948939128,EARTH,15,0.019823886,39.6463325693,1.271395191226742,0.8897184635434022,22.31263747251717,0.1402114151320151,2.40257896732147,523.6236739978835,322.3065124629772,0.0,0.0187014,15468.0,APO,5.721931006,4.371166325999999,0.05835871246651703,0.0032683721597463805,326.85118640191644,0.0
16.54,1.3078410858,0,0,13.4892363779,0.0917022142,MARS,2,0.0747615663,13.6702777964,2.101779592516494,0.3955390021157504,25.06798040255462,1.270443789825271,2.933115395207717,1112.959044669298,159.0982470447823,0.0,0.275858,15854.0,AMO,2.11613132875,1.6165804859,0.4331380183340181,0.13035958413930268,147.09826251828932,0.0
15.34,2.2727673228,0,0,6.1222398576,0.1217831498,EARTH,3,0.1217831498,6.8774676125,2.034385923296861,0.4544770437035919,5.925784862089192,1.109804223124701,2.958967623469021,1059.859849262242,349.3980974187302,0.0,0.104653,15707.0,AMO,3.67741477685,2.8092949081,0.37506467266566224,0.028458307357334237,50.2716497943626,0.0
15.93,1.7320282714,0,0,13.2138250822,0.19121804645,UNKNOWN,0,0.061065185,18.2444330968,1.879038333576994,0.3691071842151085,4.771417545314086,1.18547178523814,2.572604881915848,940.8099177888391,16.09617020752269,0.0,0.202215,16240.0,AMO,2.8024806126,2.1409046824,0.4608060077827831,0.07215571772052158,68.06327340734398,0.0
16.03,1.654074158,0,0,25.3445959847,0.0962422232,EARTH,4,0.0962422232,26.0543266298,2.466347115865456,0.7473877621798186,21.07371427832278,0.6230294641801231,4.309664767550789,1414.750076838337,63.70706157191544,0.0,0.109866,16137.0,APO,2.67634820755,2.0445480991,0.14456564437938751,0.04105071219435017,263.3417552297358,0.0
19.5,0.3346223745,0,1,8.0809333296,0.0261266396,EARTH,45,0.0211268411,13.5006266358,1.210150892740161,0.3231610035445679,2.65168787244935,0.8190773158018955,1.601224469678426,486.247873622142,302.6451511850619,0.0,0.0146456,15915.0,APO,0.5414303753,0.4136160016,0.5115318503509947,0.027049830722713053,309.2986106640366,0.0
18.52,0.5254785303,0,1,27.0660794547,0.4172959254,EARTH,211,0.0112588418,30.110449291,0.9895257268729675,0.4684608161126215,9.915985684678182,0.5259716972976222,1.453079756448313,359.5332510718517,55.0908872130177,1.0,0.0130033,7394.0,ATE,0.85024212245,0.6495271842999999,0.36197028756578875,0.01529364360651831,64.86063679810854,0.0001352447930754666
16.72,1.2038017674,0,0,8.2167690287,0.125338847,EARTH,5,0.0690341063,9.7423944321,2.092921162421642,0.4868088692067852,9.506683359844397,1.074068578004212,3.111773746839072,1105.930233729942,193.3011570629496,0.0,0.0749198,15268.0,AMO,1.94779217535,1.4879808159000003,0.34516281239767094,0.03846395983521066,65.55644339619623,0.0
13.03,6.5849878292,0,0,12.6055142687,0.8287736203,JUPTR,6,0.6020167344,15.1911420848,4.269627873685587,0.7072875461090485,31.05176356908875,1.249773252107713,7.289482495263461,3222.429794942692,316.4947276752468,0.0,0.342198,15581.0,AMO,10.65473412315,8.139492587900001,0.17144883095882144,0.03211699100557485,15.209840129970653,0.0
16.41,1.3885290704,0,0,13.2138250822,0.19121804645,UNKNOWN,0,0.061065185,18.2444330968,1.644650719710585,0.3199542456364874,36.77388595558028,1.118437739350079,2.170863700071092,770.3870006903652,288.8955978298397,0.0,0.29339,14686.0,AMO,2.24668723025,1.7163163197,0.5152040357547331,0.13058782551025272,68.06327340734398,0.0
15.91,1.7480545317,0,0,18.8941185662,0.4714684621,EARTH,144,0.2507350491,19.3906212928,0.9739809579556387,0.2805906629144661,23.3563682850061,0.7006909952967992,1.247270920614478,351.0945808281836,359.4140837506822,0.0,0.249752,12044.0,ATE,2.82841164645,2.1607142295,0.5617793085014747,0.08830114962702443,40.07504230938886,0.0
16.5,1.332155667,0,1,10.8166896079,0.1665083716,EARTH,8,0.0279966869,14.5041828954,2.19729733911297,0.5438362941692478,13.53279310955052,1.002327297021823,3.392267381204116,1189.684138990469,204.4261101714847,0.0,0.0149781,15284.0,APO,2.1554731475,1.646634961,0.29547414292149277,0.006948868751796872,64.96183647681532,0.0
14.93,2.7450798165,0,0,13.2138250822,0.19121804645,UNKNOWN,0,0.061065185,18.2444330968,1.774191770866811,0.2844501926300561,20.34973676948159,1.269522579881087,2.278860961852536,863.1758233209439,235.057031245485,0.0,0.350296,18500.0,AMO,4.44163244495,3.3931052568999998,0.5570864572839337,0.07886649882483542,68.06327340734398,0.0
15.14,2.4920398144,0,0,29.2666243024,0.0844298352,EARTH,10,0.080134862,30.8778401154,1.41363718135305,0.3015456530306495,55.56224194970913,0.9873610343535381,1.839913328352563,613.9109306011597,312.2334592119678,0.0,0.0777814,18145.0,APO,4.03220512105,3.0803306133,0.5366345355178277,0.019290040477837958,346.63841559174335,0.0
15.42,2.1905591097,0,0,14.2595386059,0.1908599208,EARTH,20,0.0912686079,16.6391713031,0.9977870006729663,0.5148757398237418,19.80229712675855,0.4840506805149604,1.511523320830972,364.0450994683371,43.87929896468857,0.0,0.070282,19009.0,ATE,3.54439909385,2.7076799682999995,0.32024029920282654,0.019829031138719266,74.71206393741728,0.0
19.01,0.4193290755,0,1,10.8410831747,0.1844737932,EARTH,11,0.0377273503,10.8941174534,1.83453901487244,0.4458609644108424,3.866441989896492,1.016589680452097,2.652488349292782,907.5882302983372,17.23787198582426,0.0,0.0366368,15208.0,APO,0.6784886966,0.5183192422,0.38325886736623915,0.053997657121764936,58.767605883977666,0.0
15.67,1.9523378616,0,0,23.2782850528,0.1986483283,EARTH,4,0.1972843301,29.8296098577,1.504850724356122,0.7027320528416405,29.19740690139351,0.4473438856091146,2.562357563103129,674.2773314355115,49.7303825773827,0.0,0.158988,14334.0,APO,3.15894901755,2.4132223118999994,0.17458292786716356,0.05032939725102212,117.183392641719,0.0
17.45,0.8601119401,0,0,5.4409196905,0.0579976837,EARTH,10,0.0579976837,9.4962388673,1.927892961866512,0.4590032613687189,2.186359090051667,1.042983804799984,2.81280211893304,977.7386961236871,126.6598342792747,0.0,0.056701,16395.0,AMO,1.39169035325,1.0631568263000002,0.3707988549139786,0.04074254008270356,93.81270670469898,0.0
17.94,0.6863647587,0,0,6.5101854105,0.1911843321,EARTH,6,0.1759689117,7.9330954591,1.544630227043379,0.3166725839262137,10.7661873087447,1.055488181835018,2.033772272251741,701.1892041850775,86.95956141075689,0.0,0.177119,14563.0,AMO,1.1105615082,0.848393499,0.5189805152896534,0.1594859885672382,34.05187725893151,0.0
16.19,1.536579294,0,1,8.8056804463,0.0573322468,EARTH,7,0.0525435138,13.8808666113,2.626292152204799,0.6308546917846036,2.798581461895956,0.9694834259893174,4.283100878420282,1554.579658703603,95.51501168255928,0.0,0.0430262,27524.0,APO,2.4862375241,1.8993164602000001,0.22635082700804557,0.017305747975779256,153.59036036068971,0.0
18.5,0.5303407233,0,1,13.099327457,0.1407762316,EARTH,22,0.1407762316,19.711752335,1.05936611509105,0.4440123310810108,11.16925303313677,0.5889944968612382,1.529737733320861,398.2607828356764,296.7026337532799,0.0,0.0191115,14522.0,APO,0.85810931595,0.6555371852999999,0.38502972374395705,0.022271637942587706,93.0507040010865,0.0
14.9,2.7832676807,0,0,13.2138250822,0.19121804645,UNKNOWN,0,0.061065185,18.2444330968,1.820248128106057,0.3259883548963902,23.25231006530017,1.226868435321529,2.413627820890583,897.0038695449872,154.3845764092139,0.0,0.238889,15053.0,AMO,4.503421707199999,3.440308053,0.5083088721064035,0.053046109276878965,68.06327340734398,0.0
15.29,2.3257068746,0,1,8.4063881557,0.0198486819,EARTH,11,0.0103571917,20.0856349535,2.543029853351719,0.6247403332589936,0.4480782639175473,0.9542965352811966,4.131763171422242,1481.240624976548,277.8613316826588,0.0,0.00651455,33674.0,APO,3.7630727709,2.8747317926000004,0.23096593286897107,0.0017311783206472352,423.5237482293471,0.0
14.18,3.8775283038,0,1,12.9205903285,0.1658688289,EARTH,16,0.0611022895,22.1417647466,1.980934749402485,0.6361972433859888,6.669480584062121,0.7206695225051096,3.241199976299861,1018.36551067887,237.0159099386201,0.0,0.0283699,24444.0,APO,6.2739725879,4.7928885682,0.2223465160356513,0.004521839967027312,77.89643427391438,0.0
14.97,2.6949764633,0,0,21.5350736347,0.189703811,EARTH,11,0.0845562719,28.8548638759,2.295466129473292,0.7724910138769645,12.60331590853919,0.5222391717962372,4.068693087150347,1270.295502045782,122.5819851320666,0.0,0.0985307,25868.0,APO,4.3605635165,3.3311741064000002,0.12835550890912883,0.02259586395821738,113.51945710094354,0.0
15.95,1.7161489408,0,0,25.0749518989,0.195798758,EARTH,4,0.1706292483,25.0749518989,1.647137299639721,0.4683593815417871,40.72179907413914,0.8756850926660521,2.41858950661339,772.1348059090169,278.9576700922191,0.0,0.168895,14137.0,APO,2.77678731595,2.1212767503,0.3620643727559304,0.06082388774605062,128.06491805683467,0.0
16.08,1.6164228334,0,0,20.9930489591,0.1951870073,EARTH,2,0.1951870073,20.9930489591,1.834247437084218,0.6801107514924094,11.84040305334936,0.5867560342258444,3.081738839942591,907.3718636378195,15.8334083286393,0.0,0.194083,13943.0,APO,2.61542708465,1.9980085025,0.19039771528361402,0.07420700089062986,107.55351623806571,0.0
16.12,1.5869197917,0,0,13.2138250822,0.19121804645,UNKNOWN,0,0.061065185,18.2444330968,2.583948943860431,0.5633840525483722,26.62001967590126,1.128193316290255,4.039704571430606,1517.135320053984,68.19167133817125,0.0,0.334675,13625.0,AMO,2.56769016045,1.9615407375000002,0.27927619367738094,0.13034088191596552,68.06327340734398,0.0
17.27,0.9344476509,0,1,14.0053376373,0.1627279462,EARTH,22,0.0369065903,23.9321985061,1.442205801328873,0.5866098144078361,5.524111770588069,0.596193723873438,2.288217878784307,632.6147070093292,292.0003880221142,0.0,0.0287294,32459.0,APO,1.5119680599,1.1550408179999998,0.26054936874725676,0.019001327317655196,86.06596447844802,0.0
15.62,1.9978136523,0,1,21.2361502463,0.1353718107,EARTH,15,0.046542209,22.6359629696,2.206311557171905,0.6600236377493378,3.030845012033858,0.7500937771988981,3.662529337144912,1197.012503151732,169.2638032748854,0.0,0.0458965,14311.0,APO,3.2325303926,2.4694334806,0.20480212119846833,0.014198319714198994,156.87276499065104,0.0
17.48,0.8483107619,0,0,13.2138250822,0.19121804645,UNKNOWN,0,0.061065185,18.2444330968,1.730457378346685,0.2964705488987809,16.40525840171237,1.217427729542298,2.243487027151072,831.4569872699095,173.971773484953,0.0,0.218979,13752.0,AMO,1.37259564575,1.0485697677,0.5426497745735878,0.1595364233290626,68.06327340734398,0.0
15.82,1.8220277059,0,0,6.7295456714,1.9281386713,JUPTR,11,0.0404194882,10.9982937233,2.703583505990494,0.5247715495327744,2.512807257457417,1.284819800260612,4.122347211720377,1623.70866839097,76.23553479582691,0.0,0.303961,16565.0,AMO,2.9481027566,2.2521501014,0.31167190298956376,0.10310393669946341,3.4901772219851646,0.0
17.39,0.8842090927,0,0,10.8731206652,0.1969593476,EARTH,20,0.1733300159,11.2659299747,1.042024298191941,0.250138662355641,14.14292144705973,0.7813737341001337,1.302674862283749,388.5216245225768,333.8383475487116,0.0,0.173338,13548.0,APO,1.4306803651,1.0929425448,0.5998225318712987,0.12115774021116466,55.20489785172298,0.0
20.74,0.1890405519,0,1,20.6655504488,0.3339812838,EARTH,162,0.0045723085,25.5727946639,1.022552482320444,0.3569481235311107,4.917759774208245,0.6575542925440822,1.387550672096806,377.6824788770631,255.3885585086625,0.0,0.00384865,11706.0,APO,0.30587403825,0.2336669727,0.4738956967606918,0.012582467024724679,61.87637287236514,0.0
16.46,1.3569222899,0,0,20.5701218197,0.0431978894,MARS,1,0.0431978894,20.5701218197,2.23932727938002,0.5200438765454409,37.07443601069352,1.074778840157279,3.403875718602762,1223.981300549978,248.4299574180916,0.0,0.295839,16301.0,AMO,2.1955463852,1.6772481905999999,0.3157514930064659,0.13474504660626926,476.18349195782696,0.0
18.75,0.4726666672,0,1,8.0994461424,0.0631106591,EARTH,36,0.0080084164,20.9604800421,1.484999220837814,0.3587882686489839,1.453542356528226,0.9521989214483247,2.017799520227303,660.9791580339959,159.5422955451417,0.0,0.00416481,15434.0,APO,0.76479073285,0.5842481313000001,0.47189966689111934,0.005445685755735815,128.33721367996299,0.0
19.6,0.3195618867,0,0,12.3106935425,0.320978016,EARTH,16,0.1142675783,15.9605599715,2.233066576654164,0.5178619503805612,6.374948689362922,1.076646363938396,3.389486789369933,1218.851886505308,213.8320283873336,0.0,0.108283,14739.0,AMO,0.5170619942,0.395000215,0.3176428854406399,0.20941976245524643,38.35369691642683,0.0
17.4,0.8801465209,0,1,16.6661093642,0.1362765323,EARTH,34,0.0250771342,20.8463415654,1.063093686453037,0.483197908106713,8.885145630256517,0.5494090410374756,1.576778331868598,400.3646597860196,121.4527674697863,0.0,0.0202841,13414.0,APO,1.4241069859,1.0879209300000001,0.34843771628088366,0.014243382134089424,122.29625367565946,0.0
18.07,0.6464798256,0,0,8.2027858047,0.150126428,EARTH,10,0.150126428,8.5385073011,1.370112753667904,0.1684400465855809,15.65179486825908,1.139330897612584,1.600894609723224,585.7777753164413,192.9627525126194,0.0,0.149634,17596.0,AMO,1.0460263309,0.7990930106,0.7116838864299512,0.14304993629678045,54.63918587805206,0.0
